"age","demo_mode","month_called","age_num","demo_age_bucket","demo_sex","demo_education","demo_hispanic","demo_race","demo_relig","demo_income","demo_hhsize","demo_phonetype","demo_state","demo_region","demo_pop_density","demo_reg","demo_party","demo_ideology","y_dem","y_rep","y_oth","age_scaled","p_surveyed","p_matched"
"56","cell",9,56,"04-50to59","01-female","02-bach","02-N","W","07-other","09-over150k","4","01-Both","CT","Northeast","04","01-Yes","01-Dem","02-Liberal",1,0,0,0.220121393251465,0.808492245503641,0.988344380620477
"51","cell",9,51,"04-50to59","01-female","01-postgrad","02-N","W","07-other","06-50to75k","2","01-Both","FL","South","03","01-Yes","06-None","03-Moderate",0,0,1,-0.0533576126457282,0.709567569346866,0.869129605022328
"72","cell",9,72,"06-Over 70","01-female","04-HS","02-N","W","07-other","02-10to20k","3","01-Both","AK","West","01-Lowest","03-No","01-Dem","03-Moderate",1,0,0,1.09525421212248,0.844291010909127,0.464354346642377
"70","cell",9,70,"06-Over 70","01-female","02-bach","02-N","W","07-other","08-100to150k","2","03-Cell only","MA","Northeast","04","01-Yes","05-Ind","03-Moderate",0,1,0,0.985862609763607,0.81331946928576,0.990419434320136
"68","cell",9,68,"05-60to69","02-male","03-assoc","02-N","O","01-protestant","08-100to150k","4","01-Both","NJ","Northeast","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,0.876471007404729,0.777808722515165,0.918310394030752
"58","cell",9,58,"04-50to59","02-male","01-postgrad","02-N","A","02-catholic","09-over150k","4","01-Both","TX","South","05-Highest","01-Yes","99-DK/refused","04-Conservative",0,0,1,0.329512995610343,0.207349928803881,0.840107210633581
"53","cell",9,53,"04-50to59","01-female","04-HS","01-Y","O","01-protestant","02-10to20k","1","03-Cell only","TX","South","04","03-No","05-Ind","01-Very liberal",0,1,0,0.0560339897131491,0.131480438987767,0.0383732656992383
"66","cell",9,66,"05-60to69","02-male","03-assoc","02-N","W","01-protestant","02-10to20k","1","03-Cell only","TX","South","02","01-Yes","05-Ind","03-Moderate",0,0,1,0.767079405045852,0.385601049331338,0.960865329539564
"59","cell",9,59,"04-50to59","01-female","03-assoc","02-N","W","01-protestant","07-75to100k","2","03-Cell only","NY","Northeast","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,0.384208796789781,0.566704385328846,0.956964911326882
"69","cell",9,69,"05-60to69","02-male","01-postgrad","02-N","W","04-jewish","99-DK/refused","2","01-Both","MA","Northeast","03","01-Yes","01-Dem","02-Liberal",1,0,0,0.931166808584168,0.945952732641888,0.767753061366899
"18","cell",9,18,"01-Under 30","02-male","04-HS","02-N","W","02-catholic","01-under10k","1","03-Cell only","MI","Midwest","04","03-No","01-Dem","03-Moderate",1,0,0,-1.85831905156721,0.0145337964808892,0.0123301040840944
"24","cell",9,24,"01-Under 30","02-male","04-HS","02-N","W","07-other","06-50to75k","2","03-Cell only","SC","South","02","01-Yes","02-Rep","03-Moderate",0,1,0,-1.53014424449057,0.0276446665555537,0.257254327938209
"67","cell",9,67,"05-60to69","01-female","04-HS","02-N","W","01-protestant","01-under10k","3","03-Cell only","SC","South","03","03-No","05-Ind","03-Moderate",0,0,1,0.821775206225291,0.411819291560092,0.264420836626774
"31","cell",9,31,"02-30to39","01-female","01-postgrad","02-N","W","04-jewish","05-40to50k","6","03-Cell only","OR","West","02","01-Yes","01-Dem","02-Liberal",1,0,0,-1.1472736362345,0.215084132309684,0.591970999350158
"42","cell",9,42,"03-40to49","01-female","05-less than HS","01-Y","O","02-catholic","09-over150k","5","03-Cell only","CA","West","01-Lowest","99-DNK/refused","99-DK/refused","01-Very liberal",1,0,0,-0.545619823260676,0.0100384871430789,0.477205898962799
"37","cell",9,37,"02-30to39","02-male","02-bach","02-N","W","03-athiest","08-100to150k","4","03-Cell only","NE","Midwest","01-Lowest","01-Yes","01-Dem","02-Liberal",1,0,0,-0.81909882915787,0.345654074753058,0.883753887020181
"59","cell",9,59,"04-50to59","02-male","02-bach","02-N","W","01-protestant","07-75to100k","2","01-Both","WA","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.384208796789781,0.854260772982999,0.956964911326882
"30","cell",9,30,"02-30to39","02-male","03-assoc","02-N","W","07-other","08-100to150k","4","03-Cell only","AZ","West","03","01-Yes","02-Rep","03-Moderate",0,1,0,-1.20196943741394,0.0519591935593609,0.779495324530657
"46","cell",9,46,"03-40to49","01-female","01-postgrad","02-N","O","01-protestant","08-100to150k","4","01-Both","AZ","West","03","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.326836618542922,0.585726545997396,0.503248311694509
"40","cell",9,40,"03-40to49","02-male","04-HS","01-Y","O","07-other","08-100to150k","5","01-Both","CA","West","04","01-Yes","04-Lean Rep","01-Very liberal",0,1,0,-0.655011425619554,0.140635363977916,0.344488263830908
"75","cell",9,75,"06-Over 70","02-male","01-postgrad","02-N","W","07-other","09-over150k","2","01-Both","CA","West","04","01-Yes","02-Rep","04-Conservative",0,1,0,1.2593416156608,0.971214714408461,0.996004898664061
"62","cell",9,62,"05-60to69","02-male","02-bach","02-N","A","07-other","07-75to100k","1","01-Both","NV","West","03","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.548296200328097,0.89057153675205,0.806889743998432
"27","cell",9,27,"01-Under 30","01-female","03-assoc","01-Y","W","07-other","01-under10k","3","03-Cell only","CA","West","03","02-Probably","03-Lean Dem","01-Very liberal",1,0,0,-1.36605684095226,0.0379749527800748,0.0323336035663589
"33","cell",9,33,"02-30to39","02-male","01-postgrad","02-N","W","03-athiest","06-50to75k","2","03-Cell only","CA","West","05-Highest","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-1.03788203387562,0.254308464175884,0.481068038290269
"50","cell",9,50,"04-50to59","01-female","03-assoc","02-N","W","01-protestant","03-20to30k","7","01-Both","WA","West","03","99-DNK/refused","04-Lean Rep","04-Conservative",0,1,0,-0.108053413825167,0.328250861427198,0.856176928425627
"34","cell",9,34,"02-30to39","02-male","03-assoc","02-N","W","07-other","02-10to20k","1","03-Cell only","CA","West","03","01-Yes","05-Ind","03-Moderate",0,0,1,-0.983186232696186,0.0185898913731437,0.425629404709793
"61","cell",9,61,"05-60to69","01-female","03-assoc","02-N","W","01-protestant","06-50to75k","2","03-Cell only","WA","West","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.493600399148659,0.619446790613556,0.951992540693299
"40","cell",9,40,"03-40to49","02-male","01-postgrad","02-N","W","07-other","09-over150k","4","01-Both","CO","West","03","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.655011425619554,0.423109161149498,0.936432621422696
"36","cell",9,36,"02-30to39","01-female","03-assoc","01-Y","W","07-other","03-20to30k","3","03-Cell only","CO","West","03","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.873794630337309,0.0955576132672779,0.148351520775183
"55","cell",9,55,"04-50to59","01-female","03-assoc","02-N","O","01-protestant","07-75to100k","2","01-Both","CA","West","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.165425592072027,0.457813332797268,0.416826303130052
"61","cell",9,61,"05-60to69","01-female","01-postgrad","02-N","W","02-catholic","07-75to100k","1","01-Both","AL","South","02","01-Yes","04-Lean Rep","03-Moderate",0,1,0,0.493600399148659,0.879446680636165,0.986881598494678
"24","cell",9,24,"01-Under 30","01-female","04-HS","01-Y","W","04-jewish","05-40to50k","4","01-Both","CA","West","02","01-Yes","02-Rep","01-Very liberal",0,1,0,-1.53014424449057,0.0276446665555537,0.402845725602122
"36","cell",9,36,"02-30to39","02-male","02-bach","02-N","W","02-catholic","08-100to150k","1","03-Cell only","NJ","Northeast","04","99-DNK/refused","01-Dem","02-Liberal",1,0,0,-0.873794630337309,0.321346815598118,0.87203551714075
"(VOL) Don't know/Refused","cell",9,NA,"99-DNK/refused","02-male","99-DK/refused","02-N","O","07-other","99-DK/refused","Don't know/Refused","03-Cell only","NC","South","04","99-DNK/refused","99-DK/refused","99-DK/refused",1,0,0,0,0.0179862099620916,0.0649691691286641
"24","cell",9,24,"01-Under 30","02-male","01-postgrad","02-N","A","07-other","09-over150k","1","03-Cell only","NY","Northeast","05-Highest","03-No","03-Lean Dem","02-Liberal",1,0,0,-1.53014424449057,0.11301690752908,0.0169517273541443
"51","cell",9,51,"04-50to59","02-male","03-assoc","02-N","W","01-protestant","06-50to75k","6","01-Both","OR","West","04","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,-0.0533576126457282,0.352808863064872,0.94751347928705
"55","cell",9,55,"04-50to59","02-male","04-HS","02-N","W","02-catholic","08-100to150k","2","01-Both","KS","Midwest","04","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.165425592072027,0.457813332797268,0.952461865561328
"31","cell",9,31,"02-30to39","02-male","03-assoc","02-N","W","02-catholic","06-50to75k","1","01-Both","CA","West","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,-1.1472736362345,0.0576195432380192,0.669395601385177
"48","cell",9,48,"03-40to49","02-male","02-bach","02-N","W","01-protestant","08-100to150k","3","01-Both","TX","South","05-Highest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.217445016184044,0.637634061782759,0.774129375545363
"69","cell",9,69,"05-60to69","02-male","02-bach","02-N","W","01-protestant","07-75to100k","2","03-Cell only","NM","West","03","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.931166808584168,0.945952732641888,0.98516276469232
"39","cell",9,39,"02-30to39","01-female","03-assoc","01-Y","O","06-LDS","08-100to150k","7","01-Both","TX","South","03","01-Yes","04-Lean Rep","05-Very conservative",0,1,0,-0.709707226798993,0.127926876576437,0.320222866820802
"30","cell",9,30,"02-30to39","02-male","03-assoc","02-N","O","07-other","03-20to30k","3","03-Cell only","NM","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,-1.20196943741394,0.0519591935593609,0.00447867689977315
"64","cell",9,64,"05-60to69","02-male","02-bach","02-N","W","02-catholic","08-100to150k","2","01-Both","KS","Midwest","03","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.657687802686975,0.910142459674035,0.981693847177981
"58","cell",9,58,"04-50to59","02-male","04-HS","02-N","W","01-protestant","07-75to100k","2","03-Cell only","CO","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.329512995610343,0.539672924761935,0.952227750553366
"32","cell",9,32,"02-30to39","02-male","02-bach","02-N","W","07-other","05-40to50k","4","03-Cell only","WA","West","03","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-1.09257783505506,0.234126459621243,0.618104611065732
"37","cell",9,37,"02-30to39","01-female","01-postgrad","02-N","A","07-other","07-75to100k","4","01-Both","CA","West","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,-0.81909882915787,0.345654074753058,0.213347497314983
"85","cell",9,85,"06-Over 70","02-male","01-postgrad","02-N","W","01-protestant","09-over150k","2","03-Cell only","WA","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,1.80629962745519,0.99017157223844,0.998658466195489
"48","cell",9,48,"03-40to49","02-male","04-HS","02-N","W","01-protestant","06-50to75k","4","03-Cell only","TX","South","01-Lowest","01-Yes","05-Ind","99-DK/refused",0,0,1,-0.217445016184044,0.0805505571824091,0.92858208055358
"55","cell",9,55,"04-50to59","02-male","01-postgrad","02-N","W","07-other","07-75to100k","2","03-Cell only","TN","South","04","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,0.165425592072027,0.790981395769493,0.934879881916146
"67","cell",9,67,"05-60to69","02-male","01-postgrad","01-Y","W","01-protestant","07-75to100k","2","01-Both","OR","West","04","01-Yes","02-Rep","04-Conservative",0,1,0,0.821775206225291,0.933612359198492,0.981600912387606
"84","cell",9,84,"06-Over 70","02-male","02-bach","02-N","W","02-catholic","09-over150k","2","01-Both","NE","Midwest","04","01-Yes","02-Rep","04-Conservative",0,1,0,1.75160382627575,0.989047857841599,0.998503618105811
"66","cell",9,66,"05-60to69","02-male","02-bach","02-N","W","04-jewish","08-100to150k","3","01-Both","IL","Midwest","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.767079405045852,0.926502054522523,0.960865329539564
"87","cell",9,87,"06-Over 70","02-male","02-bach","02-N","W","01-protestant","99-DK/refused","4","03-Cell only","TX","South","02","01-Yes","02-Rep","04-Conservative",0,1,0,1.91569122981406,0.992087617261287,0.984703488799377
"58","cell",9,58,"04-50to59","02-male","03-assoc","02-N","W","01-protestant","99-DK/refused","1","01-Both","FL","South","03","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.329512995610343,0.539672924761935,0.729553681169005
"40","cell",9,40,"03-40to49","02-male","02-bach","02-N","W","01-protestant","08-100to150k","5","01-Both","TN","South","04","01-Yes","06-None","04-Conservative",1,0,0,-0.655011425619554,0.423109161149498,0.913460866629903
"59","cell",9,59,"04-50to59","01-female","03-assoc","02-N","W","07-other","01-under10k","2","03-Cell only","NE","Midwest","01-Lowest","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.384208796789781,0.566704385328846,0.750588032782624
"71","cell",9,71,"06-Over 70","02-male","01-postgrad","02-N","W","07-other","05-40to50k","2","01-Both","MI","Midwest","03","01-Yes","01-Dem","01-Very liberal",1,0,0,1.04055841094305,0.95610707740595,0.97697281806772
"23","cell",9,23,"01-Under 30","02-male","02-bach","01-Y","B","01-protestant","09-over150k","2","03-Cell only","NY","Northeast","05-Highest","03-No","03-Lean Dem","03-Moderate",1,0,0,-1.58484004567001,0.102506460942268,0.00565423547811839
"66","cell",9,66,"05-60to69","02-male","02-bach","02-N","W","07-other","08-100to150k","2","01-Both","NJ","Northeast","04","01-Yes","05-Ind","03-Moderate",1,0,0,0.767079405045852,0.737721373127183,0.985237978936591
"36","cell",9,36,"02-30to39","02-male","03-assoc","02-N","W","02-catholic","05-40to50k","3","01-Both","PA","Northeast","02","01-Yes","02-Rep","99-DK/refused",0,1,0,-0.873794630337309,0.0955576132672779,0.253331464019605
"49","cell",9,49,"03-40to49","01-female","02-bach","02-N","B","01-protestant","09-over150k","4","03-Cell only","WV","South","02","01-Yes","01-Dem","02-Liberal",1,0,0,-0.162749215004606,0.662510402048848,0.662510402048848
"38","cell",9,38,"02-30to39","02-male","02-bach","02-N","O","02-catholic","09-over150k","3","03-Cell only","FL","South","04","01-Yes","02-Rep","04-Conservative",0,1,0,-0.764403027978431,0.370795399548839,0.0738632797811363
"49","cell",9,49,"03-40to49","01-female","05-less than HS","01-Y","O","02-catholic","02-10to20k","4","03-Cell only","NC","South","04","03-No","04-Lean Rep","03-Moderate",0,1,0,-0.162749215004606,0.304597743944151,0.0251155502836799
"42","cell",9,42,"03-40to49","02-male","03-assoc","02-N","W","05-muslim","09-over150k","4","01-Both","NY","Northeast","03","01-Yes","01-Dem","02-Liberal",1,0,0,-0.545619823260676,0.169209558829712,0.948277797347118
"45","cell",9,45,"03-40to49","01-female","04-HS","02-N","B","01-protestant","04-30to40k","4","03-Cell only","NC","South","04","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.38153241972236,0.220446748387667,0.1931405221381
"72","cell",9,72,"06-Over 70","02-male","03-assoc","02-N","W","01-protestant","03-20to30k","1","01-Both","SC","South","01-Lowest","03-No","02-Rep","04-Conservative",0,1,0,1.09525421212248,0.844291010909127,0.899393920290328
"71","cell",9,71,"06-Over 70","01-female","02-bach","02-N","W","01-protestant","08-100to150k","2","01-Both","RI","Northeast","04","01-Yes","03-Lean Dem","03-Moderate",0,0,1,1.04055841094305,0.95610707740595,0.991403645021817
"63","cell",9,63,"05-60to69","02-male","03-assoc","02-N","W","02-catholic","02-10to20k","2","01-Both","CT","Northeast","04","01-Yes","01-Dem","04-Conservative",1,0,0,0.602992001507536,0.6695131647924,0.866764684220746
"54","cell",9,54,"04-50to59","02-male","03-assoc","02-N","W","02-catholic","07-75to100k","1","03-Cell only","NY","Northeast","04","01-Yes","02-Rep","04-Conservative",0,1,0,0.110729790892588,0.430811648244529,0.972207225912444
"21","cell",9,21,"01-Under 30","02-male","03-assoc","02-N","W","03-athiest","99-DK/refused","6","03-Cell only","NJ","Northeast","04","01-Yes","01-Dem","03-Moderate",1,0,0,-1.69423164802889,0.0200659033724677,0.0449965143398405
"33","cell",9,33,"02-30to39","01-female","02-bach","02-N","W","01-protestant","06-50to75k","7","03-Cell only","KY","South","02","01-Yes","02-Rep","03-Moderate",0,1,0,-1.03788203387562,0.254308464175884,0.715904419319877
"69","cell",9,69,"05-60to69","01-female","05-less than HS","02-N","W","01-protestant","02-10to20k","3","01-Both","VA","South","01-Lowest","01-Yes","02-Rep","02-Liberal",0,1,0,0.931166808584168,0.796138709886973,0.821859996718997
"81","cell",9,81,"06-Over 70","02-male","02-bach","02-N","W","02-catholic","06-50to75k","1","03-Cell only","MA","Northeast","03","03-No","02-Rep","02-Liberal",0,1,0,1.58751642273743,0.984858115078237,0.984858115078237
"55","cell",9,55,"04-50to59","01-female","04-HS","02-N","W","07-other","02-10to20k","2","01-Both","NY","Northeast","05-Highest","01-Yes","01-Dem","04-Conservative",1,0,0,0.165425592072027,0.457813332797268,0.730570278679313
"76","cell",9,76,"06-Over 70","01-female","04-HS","02-N","B","01-protestant","01-under10k","1","03-Cell only","GA","South","04","01-Yes","01-Dem","03-Moderate",1,0,0,1.31403741684024,0.893602107202506,0.723403655018955
"65","cell",9,65,"05-60to69","02-male","03-assoc","01-Y","O","02-catholic","04-30to40k","3","03-Cell only","GA","South","03","01-Yes","02-Rep","04-Conservative",0,1,0,0.712383603866413,0.716012460538496,0.224105530477727
"28","cell",9,28,"01-Under 30","02-male","01-postgrad","02-N","W","02-catholic","05-40to50k","3","01-Both","AK","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,-1.31136103977282,0.164829804198436,0.123894576804439
"32","cell",9,32,"02-30to39","02-male","02-bach","02-N","W","04-jewish","06-50to75k","3","03-Cell only","CT","Northeast","04","02-Probably","03-Lean Dem","02-Liberal",1,0,0,-1.09257783505506,0.234126459621243,0.234126459621243
"38","cell",9,38,"02-30to39","02-male","01-postgrad","02-N","W","07-other","08-100to150k","2","03-Cell only","PA","Northeast","02","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-0.764403027978431,0.370795399548839,0.75728662804694
"19","cell",9,19,"01-Under 30","01-female","03-assoc","02-N","W","04-jewish","99-DK/refused","5","01-Both","NY","Northeast","05-Highest","01-Yes","02-Rep","05-Very conservative",0,1,0,-1.80362325038777,0.0161866956225128,0.0364770445111311
